P1,P2,P3,P4,P5,P6,P7,P8,P9,P10_RoofwithInsulationBatt154mm,P10_RoofwithInsulationBatt244mm,P10_RoofwithInsulationBatt89mm,P10_RoofwithInsulationBoard25mm,P10_RoofwithInsulationBoard50mm,P10_RoofwithInsulationBoard75mm,P10_RoofwithInsulationCellularGlass25mm,P10_RoofwithInsulationCellularGlass50mm,P10_RoofwithInsulationCellularGlass75mm,P10_RoofwithInsulationExpandedPerlite25mm,P10_RoofwithInsulationExpandedrubber(rigid)25mm,P10_RoofwithInsulationGlassfiber25mm,P10_RoofwithInsulationGlassfiber50mm,P10_RoofwithInsulationGlassfiber75mm,P10_RoofwithInsulationXPS25mm,P10_RoofwithInsulationXPS50mm,P10_RoofwithInsulationXPS75mm,P10_RoofwithVegetation,P11_DblBronze6mm/13mmAir,P11_DblClr6mm/13mmAir,P11_DblElecAbsBleached6mm/13mmAir,P11_DblElecAbsColored6mm/13mmAir,P11_DblElecRefBleached6mm/13mmAir,P11_DblElecRefColored6mm/13mmAir,P11_DblGreen6mm/13mmAir,P11_DblGrey6mm/13mmAir,P11_DblLoE(e2=.1)Tint6mm/13mmAir,P11_DblLoEElecAbsBleached6mm/13mmAir,P11_DblLoEElecAbsColored6mm/13mmAir,P11_DblLoEElecRefBleached6mm/13mmAir,P11_DblLoEElecRefColored6mm/13mmAir,P11_DblLoESpecSelTint6mm/13mmAir,P11_DblRef-A-HTint6mm/13mmAir,P11_DblRef-A-LTint6mm/13mmAir,P11_DblRef-A-MTint6mm/13mmAir,P11_QuadrupleLoEFilms(88)3mm/8mmKrypton,P11_TrpLoEFilm(33)Bronze6mm/13mmAir,P11_TrpLoEFilm(44)Bronze6mm/13mmAir,P11_TrpLoEFilm(55)Bronze6mm/13mmAir,P11_TrpLoEFilm(66)Bronze6mm/13mmAir,P12,P13,P14,P15_LOWREFLECT-HIGHTRANSSHADE,P15_LOWREFLECT-LOWTRANSSHADE,P15_LOWREFLECT-MEDIUMTRANSSHADE,P15_MEDIUMREFLECT-LOWTRANSSHADE,P15_MEDIUMREFLECT-MEDIUMTRANSSHADE,P16_ContinuousOff,P16_Stepped,P17,P18,P19,P20_G0525mmwood,P20_G0650mmwood,P20_G0710mmwood,P21,P22_ARGON13MM,P22_KRYPTON13MM,P22_XENON13MM,P23_FloorwithInsulationBatt154mm,P23_FloorwithInsulationBatt244mm,P23_FloorwithInsulationBatt89mm,P23_FloorwithInsulationBoard25mm,P23_FloorwithInsulationBoard50mm,P23_FloorwithInsulationBoard75mm,P23_FloorwithInsulationCellularglass25mm,P23_FloorwithInsulationCellularglass50mm,P23_FloorwithInsulationCellularglass75mm,P23_FloorwithInsulationExpandedPerlite25mm,P23_FloorwithInsulationExpandedrubber(rigid)25mm,P23_FloorwithInsulationGlassfiber25mm,P23_FloorwithInsulationGlassfiber50mm,P23_FloorwithInsulationGlassfiber75mm,P23_FloorwithInsulationXPS25mm,P23_FloorwithInsulationXPS50mm,P23_FloorwithInsulationXPS75mm,P24_DblClrLowIron5mm/13mmAir,P24_DblElecAbsBleached6mm/13mmAir,P24_DblLoE(e2=.1)Clr6mm/13mmAir,P24_DblLoE(e2=.2)Clr6mm/13mmAir,P24_DblLoESpecSelClr6mm/13mmAir,P24_TrpLoEFilm(55)Clr6mm/13mAir,P24_TrpLoEFilm(66)Clr6mm/13mmAir,P25_DualDuct,P25_FanCoil,P25_FanCoil-DOAS,P25_PTAC,P25_PTAC-DOAS,P25_PTHP,P25_PTHP-DOAS,P25_PackagedVAV,P25_UnitaryHeatPump,P25_VAVAir-CooledChillers,P25_VAVWater-CooledChillers,P25_VRF,P25_VRF-DOAS,P25_WaterToAirHeatPump,t1,t2,t3,t4,t5
27,30,1.3,0.61,0.54,0.96,1.1,0.35,0.03776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.4,120,0,0,0,1,0,1,0,0.45,85,0.79,1,0,0,0.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15970.654328048924,15057.558574292514,635.9724598222016,31.96647890451952,380.02083333333337
22,32,1.2,0.61,0.57,0.96,1.1,0.35,0.00944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3,0.25,105,1,0,0,0,0,0,0,0.45,90,0.9,0,0,1,0.45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18637.96064806217,6744.9753291463485,663.5026787483528,11.27704339554065,66.16666666666669
18,32,0.4,0.72,0.57,1.01,1.37,0.5,0.00944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.45,0.1,65,0,0,0,1,0,0,0,0.5,80,0.51,0,1,0,0.35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10166.023343867088,5178.418122394412,885.5640817280627,12.054329480793616,31.31249999999998
22,30,1.2,0.67,0.36,0.89,1.14,0.3,0.07552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0.4,85,0,0,0,1,0,0,1,0.4,40,0.77,0,1,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66395.16547163099,29336.540419045294,669.8343035274164,34.421801302918546,38.33333333333333
28,32,1.9,0.74,0.36,1.01,1.1,0.5,0.01888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4,0.5,95,0,0,0,1,0,1,0,0.3,30,0.85,0,0,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20316.91121197773,7227.300829053032,646.6414710577817,11.0700642610991,94.25000000000014
25,29,0.4,0.67,0.54,0.96,1.1,0.35,0.01888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,95,0,0,0,1,0,1,0,0.45,75,0.53,0,1,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23167.190797829448,16102.926757806215,741.6778133487454,20.41104010992932,113.16666666666684
24,30,1.8,0.61,0.54,0.89,1.3,0.1,0.0944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.45,50,0,1,0,0,0,1,0,0.01,110,0.3,0,1,0,0.01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68147.46317619493,44380.22836432195,508.0508148901276,32.160577043167024,469.8958333333336
28,32,1.8,0.74,0.54,1.01,1.1,0.4,0.06608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.45,55,0,0,0,0,1,0,1,0.3,40,0.45,0,0,0,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52656.96951248286,37475.22631415365,523.5490578407369,31.056099495333523,226.0833333333333
28,32,1.3,0.72,0.57,1.01,1.1,0.2,0.06608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.01,35,0,1,0,0,0,1,0,0.15,35,0.59,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21332.94671063273,17199.719140089,611.0870640117101,31.89102932565659,445.5208333333332
21,30,1.5,0.61,0.54,0.89,1.1,0.25,0.07552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.25,90,0,0,0,1,0,0,0,0.3,85,0.77,0,1,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43614.24390509787,26141.61809376842,579.1890577408665,19.75611224177226,42.45833333333327
20,32,0.65,0.72,0.57,0.89,1.3,0.5,0.02832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.1,105,0,1,0,0,0,0,0,0.25,110,0.91,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37062.18611534748,21694.6842783688,632.5520975552807,34.18918463248884,43.08333333333336
27,29,0.3,0.67,0.54,0.96,1.1,0.1,0.00944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.35,0.35,120,0,1,0,0,0,1,0,0.5,40,0.86,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17422.327484142083,13350.291059111532,771.0720198474719,12.12957894559675,2.645833333333336
27,30,1.25,0.61,0.54,0.96,1.14,0.2,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.2,95,0,0,0,0,0,1,0,0.35,80,0.85,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31016.218317852294,12673.941029653335,611.672353907445,13.321507377625638,52.95833333333324
19,32,1.6,0.67,0.36,1.01,1.1,0.5,0.01888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4,0.5,95,0,0,0,1,0,1,0,0.3,30,0.85,0,0,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18366.839524519877,6820.9071303845385,666.8701066857861,11.171951345854856,96.4166666666668
19,31,1.1,0.72,0.57,1.01,1.3,0.45,0.02832,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.65,0.15,70,1,0,0,0,0,0,0,0.4,45,0.57,0,0,1,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17872.51248770722,15124.734591554412,693.4422486291769,11.396356903685728,65.00000000000001
20,29,1.05,0.72,0.57,0.96,1.1,0.15,0.08496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.25,45,0,0,0,0,0,1,0,0.2,95,0.89,0,0,1,0.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60122.85811479418,31363.65236618544,558.6544740691467,33.09795572289019,30.93750000000001
24,31,1.75,0.61,0.36,0.89,1.14,0.25,0.01888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.35,0.25,110,0,0,1,0,0,0,0,0.4,65,0.86,0,1,0,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46961.84325626931,28023.042818724647,587.1089366306828,32.83690283890985,71.0625
24,32,0.1,0.74,0.36,0.89,1.37,0.15,0.0944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35,0.01,45,0,0,0,0,0,0,0,0.2,115,0.86,0,1,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58151.03042627036,24587.51869697281,858.0448497721914,39.71691654532675,152.77083333333331
23,30,1.2,0.67,0.57,0.96,1.14,0.5,0.06608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.35,80,1,0,0,0,0,0,1,0.35,70,0.53,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58584.50679322262,37267.14210800106,535.5470089365975,14.266792872020794,99.16666666666664
22,31,1.55,0.61,0.54,0.96,1.14,0.2,0.05664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.25,95,0,0,0,1,0,0,0,0.5,65,0.71,0,1,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55728.73087387715,34658.733419918164,536.4707293762011,12.826931347473144,56.45833333333348
19,29,1.9,0.67,0.54,1.01,1.1,0.35,0.00944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.35,0.1,30,0,0,1,0,0,0,0,0.01,40,0.94,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16818.187653659363,16384.16744332276,645.3562732176947,33.14917493213035,84.20833333333336
22,30,1.45,0.61,0.54,0.89,1.1,0.3,0.06608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.25,105,0,0,1,0,0,1,0,0.1,50,0.82,0,0,1,0.01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49255.19666045074,25727.51247821604,530.1177406314308,16.204011038083948,62.22916666666663
21,31,0.85,0.67,0.54,0.96,1.3,0.4,0.03776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.2,75,0,0,1,0,0,0,1,0.35,50,0.94,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36405.83039051072,24482.724695270543,583.0053805321096,12.736320107259855,35.04166666666668
22,31,1.3,0.67,0.54,0.89,1.1,0.4,0.06608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.2,85,1,0,0,0,0,0,1,0.45,45,0.53,0,1,0,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35242.61223572501,22770.0199830904,599.5995464032004,19.52957156468342,62.35416666666667
25,28,0.6,0.67,0.57,1.01,1.1,0.5,0.00944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.1,120,0,1,0,0,0,0,1,0.1,115,0.9,0,0,0,0.01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32343.60216936998,20320.624945422125,687.0408971184426,37.33623242979317,271.87499999999994
21,31,1.7,0.61,0.57,0.96,1.1,0.1,0.08496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.15,40,0,0,0,1,0,0,0,0.15,85,0.3,0,0,1,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33038.46038756741,12993.813355239628,598.4038391280408,11.997827480744704,235.6875
19,32,0.25,0.72,0.57,1.01,1.37,0.5,0.00944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.15,90,0,0,0,1,0,0,1,0.45,55,0.53,0,0,1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6849.043936587805,9158.05076490626,874.7122527759913,37.735111101647966,343.6250000000001
28,28,1.05,0.74,0.36,0.89,1.37,0.5,0.07552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.3,120,0,1,0,0,0,1,0,0.5,65,0.85,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59719.95178316299,37659.26225609187,532.3471042117129,14.72939540703367,138.47916666666623
27,29,0.3,0.67,0.54,0.96,1.1,0.1,0.00944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.35,0.35,120,0,1,0,0,0,1,0,0.5,40,0.86,0,0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11035.220886765008,6986.864120422062,897.040148338945,12.644561951524414,12.229166666666671
22,30,1.5,0.61,0.54,0.96,1.14,0.25,0.07552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.25,95,1,0,0,0,0,0,1,0.3,85,0.77,0,0,1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43920.62162007738,26171.267574443147,578.6519776931715,19.69018206975156,109.79166666666676
24,28,1.25,0.61,0.36,0.89,1.14,0.4,0.05664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.4,50,1,0,0,0,0,1,0,0.01,80,0.91,0,0,1,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35693.66706387383,21605.54073196473,590.4122712145445,31.747515759981862,406.3750000000002
23,30,1.4,0.61,0.57,0.89,1.14,0.35,0.06608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0.1,95,0,0,0,1,0,0,1,0.4,55,0.53,0,0,1,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60986.445844547045,16094.19300596046,531.1531386817575,13.366373516683645,14.541666666666671
25,31,1.75,0.67,0.36,0.96,1.1,0.2,0.06608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.5,50,0,0,0,0,0,1,0,0.2,75,0.77,0,0,1,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61736.00351493521,38661.422452924206,524.818631324794,13.633090812849424,11.39583333333334
23,30,1.0,0.61,0.54,0.96,1.1,0.35,0.05664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.2,110,0,0,0,0,1,0,1,0.5,70,0.77,0,1,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33687.89856266843,21395.89134304245,621.3533070626979,19.676653955426232,78.18749999999993
18,32,0.4,0.72,0.57,1.01,1.37,0.5,0.00944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.45,0.1,65,0,1,0,0,0,0,0,0.5,30,0.4,0,0,1,0.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7508.324281484762,9907.084894517511,831.9610270369068,35.065517193723544,35.16666666666666
27,29,0.3,0.67,0.54,0.96,1.1,0.1,0.00944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3,0.01,40,0,0,0,0,0,0,0,0.5,55,0.4,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10506.078273966184,10614.284543334186,856.5280533499537,35.6843051443857,44.18749999999999
20,32,0.15,0.74,0.57,1.01,1.37,0.15,0.07552,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.1,35,0,1,0,0,0,1,0,0.1,50,0.82,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56609.09914559391,28546.59283835027,593.0076642348114,38.7161483050166,295.8750000000001
19,30,1.05,0.67,0.36,0.89,1.37,0.35,0.0472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.3,90,1,0,0,0,0,0,0,0.45,70,0.57,0,1,0,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30183.851236291965,9572.521988022345,651.5961887716702,12.897740487787589,142.6666666666667
22,30,1.5,0.67,0.54,0.96,1.3,0.25,0.05664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.25,100,0,0,0,1,0,0,1,0.01,65,0.69,0,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53656.3539691694,33499.56756902304,537.8005817698983,12.922268111933688,48.70833333333328
28,32,0.3,0.74,0.36,1.01,1.1,0.1,0.08496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4,0.5,55,1,0,0,0,0,1,0,0.3,90,0.86,0,0,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16011.593405570777,12134.226871618812,690.5695519343657,32.23570048384809,296.5
25,30,1.35,0.67,0.54,0.89,1.3,0.4,0.0472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.3,110,0,0,1,0,0,0,1,0.45,80,0.94,1,0,0,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26968.45980446304,8757.888110312648,646.0404353352166,11.760221579427052,48.24999999999999
18,31,1.3,0.61,0.36,0.89,1.37,0.25,0.00944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.05,0.25,100,0,0,0,1,0,0,0,0.5,80,0.51,0,1,0,0.35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10865.989112152984,7477.789423984738,707.9656281346948,11.978523851954366,163.12499999999986
22,31,0.95,0.67,0.36,0.96,1.14,0.15,0.0472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.4,75,0,0,0,0,1,0,1,0.35,65,0.79,0,1,0,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44725.239796187,28383.706175222804,563.8789543596248,13.019739553597791,36.77083333333335
